"Winter",2023,207524.725
"Winter",2024,218966.05
"Winter",2025,185117.600959151
"Winter",2026,199867.971397978
"Winter",2027,215577.101676904
"Winter",2028,232391.552409069
"Winter",2029,250567.385406247
"Winter",2030,270179.606918812
"Winter",2031,294865.674766129
"Winter",2032,311209.536858654
"Winter",2033,328444.549399488
"Winter",2034,346261.995129404
"Winter",2035,364797.202659259
"Winter",2036,387320.331372322
"Winter",2037,410428.972368252
"Winter",2038,433784.725954839
"Winter",2039,457800.215816524
"Winter",2040,482588.223397066
"Winter",2041,511637.924428143
"Winter",2042,542500.491141651
"Winter",2043,575673.907128797
"Winter",2044,610897.346609973
"Winter",2045,648300.951887375
"Winter",2046,688023.435014443
"Winter",2047,730212.31255477
"Winter",2048,775025.088935535
"Winter",2049,822629.258934063
"Winter",2050,873203.135530211
"Winter",2051,900236.68062159
"Winter",2052,928110.795039869
"Winter",2053,956852.529949818
"Winter",2054,986489.925434721
"Winter",2055,1017051.56650414
"Winter",2056,1048567.37565124
"Winter",2057,1081068.00651503
"Winter",2058,1114585.32255932
"Winter",2059,1149151.87048818
"Winter",2060,1184801.80328048
"Winter",2061,1203352.42163332
"Winter",2062,1222191.62188
"Winter",2063,1241324.24762481
"Winter",2064,1260754.89763725
"Winter",2065,1280488.45622237
"Winter",2066,1300529.68490551
"Winter",2067,1320883.63349621
"Winter",2068,1341555.73504807
"Winter",2069,1362550.45890836
"Winter",2070,1383873.63153548
"Spring",2023,221600.525
"Spring",2024,233906.625
"Spring",2025,190110.482717371
"Spring",2026,200036.361718532
"Spring",2027,210176.853345372
"Spring",2028,221405.179387527
"Spring",2029,238628.751744134
"Spring",2030,257460.935459504
"Spring",2031,281059.379549962
"Spring",2032,296772.087212964
"Spring",2033,313367.665659244
"Spring",2034,330548.707014062
"Spring",2035,348445.229623661
"Spring",2036,370132.559267607
"Spring",2037,392434.036838527
"Spring",2038,415002.798888642
"Spring",2039,438248.018414798
"Spring",2040,462277.419390058
"Spring",2041,490194.370851231
"Spring",2042,519861.10751246
"Spring",2043,551758.060123514
"Spring",2044,585635.306100031
"Spring",2045,621619.185251573
"Spring",2046,659844.441232804
"Spring",2047,700454.796093825
"Spring",2048,743603.321229744
"Spring",2049,789453.322329135
"Spring",2050,838178.367613577
"Spring",2051,864231.105303483
"Spring",2052,891098.467904594
"Spring",2053,918806.770907138
"Spring",2054,947383.074447363
"Spring",2055,976855.665875016
"Spring",2056,1007253.7794637
"Spring",2057,1038607.14674703
"Spring",2058,1070946.96440776
"Spring",2059,1104305.37484532
"Spring",2060,1138715.25618837
"Spring",2061,1156623.00374795
"Spring",2062,1174811.08842429
"Spring",2063,1193284.09823796
"Spring",2064,1212046.67188893
"Spring",2065,1231103.53616273
"Spring",2066,1250459.42532821
"Spring",2067,1270119.26285522
"Spring",2068,1290088.17922314
"Spring",2069,1310371.06418151
"Spring",2070,1330973.14854505
"Summer",2023,203256.85
"Summer",2024,214395.775
"Summer",2025,198554.505508327
"Summer",2026,213293.007981562
"Summer",2027,229804.910401847
"Summer",2028,247601.394161129
"Summer",2029,266806.559292395
"Summer",2030,287674.566885049
"Summer",2031,313793.911698605
"Summer",2032,331617.05244766
"Summer",2033,350371.385433205
"Summer",2034,369761.484563235
"Summer",2035,389941.943397162
"Summer",2036,414358.97976435
"Summer",2037,439431.841130735
"Summer",2038,464836.211588932
"Summer",2039,490991.188779161
"Summer",2040,518030.970033542
"Summer",2041,549427.15025419
"Summer",2042,582793.239621054
"Summer",2043,618628.059654417
"Summer",2044,656692.309387547
"Summer",2045,697128.601055942
"Summer",2046,740088.734554085
"Summer",2047,785734.682351536
"Summer",2048,834238.841515264
"Summer",2049,885785.09558683
"Summer",2050,940569.514617661
"Summer",2051,969846.988612341
"Summer",2052,1000041.86503037
"Summer",2053,1031183.89744779
"Summer",2054,1063303.78403197
"Summer",2055,1096433.20710561
"Summer",2056,1130604.80047665
"Summer",2057,1165852.53328001
"Summer",2058,1202211.41998284
"Summer",2059,1239717.47185632
"Summer",2060,1278407.9916597
"Summer",2061,1298526.78100322
"Summer",2062,1318961.3651438
"Summer",2063,1339716.81184374
"Summer",2064,1360798.38851515
"Summer",2065,1382211.59197805
"Summer",2066,1403961.57372605
"Summer",2067,1426054.10759297
"Summer",2068,1448494.65349301
"Summer",2069,1471288.81667023
"Summer",2070,1494442.64596055
"Rainy",2023,219837.4
"Rainy",2024,231935.25
"Rainy",2025,225583.025422737
"Rainy",2026,238273.924251557
"Rainy",2027,250973.679661503
"Rainy",2028,268826.969856874
"Rainy",2029,288979.463344019
"Rainy",2030,310812.361951352
"Rainy",2031,338093.636934794
"Rainy",2032,357266.713988097
"Rainy",2033,377414.716549474
"Rainy",2034,398231.46507115
"Rainy",2035,419874.927494821
"Rainy",2036,446027.704622437
"Rainy",2037,472887.329358825
"Rainy",2038,500108.143206396
"Rainy",2039,528130.348976985
"Rainy",2040,557096.974099656
"Rainy",2041,590896.782406628
"Rainy",2042,626817.943083401
"Rainy",2043,665376.727879338
"Rainy",2044,706336.540793798
"Rainy",2045,749850.955332735
"Rainy",2046,796083.751000833
"Rainy",2047,845209.452030501
"Rainy",2048,897413.829452409
"Rainy",2049,952895.179506568
"Rainy",2050,1011864.80338019
"Rainy",2051,1043371.93007448
"Rainy",2052,1075867.50513812
"Rainy",2053,1109383.55179277
"Rainy",2054,1143953.08585342
"Rainy",2055,1179610.33007938
"Rainy",2056,1216390.6844189
"Rainy",2057,1254330.54743472
"Rainy",2058,1293467.74903516
"Rainy",2059,1333841.25390444
"Rainy",2060,1375491.2840393
"Rainy",2061,1397140.89275714
"Rainy",2062,1419130.9372181
"Rainy",2063,1441466.82582797
"Rainy",2064,1464154.28957489
"Rainy",2065,1487198.98439667
"Rainy",2066,1510606.86097708
"Rainy",2067,1534383.75435274
"Rainy",2068,1558535.8453458
"Rainy",2069,1583069.19528813
"Rainy",2070,1607990.13975202
"Autumn",2023,221078.35
"Autumn",2024,233279.35
"Autumn",2025,207953.837756552
"Autumn",2026,218405.166724479
"Autumn",2027,228886.647409475
"Autumn",2028,239930.640333134
"Autumn",2029,257523.621045301
"Autumn",2030,276628.812566725
"Autumn",2031,300666.561283406
"Autumn",2032,317388.587246582
"Autumn",2033,335025.065852499
"Autumn",2034,353259.816111296
"Autumn",2035,372246.353135941
"Autumn",2036,395332.058483627
"Autumn",2037,419076.148388952
"Autumn",2038,443127.483326922
"Autumn",2039,467902.522181388
"Autumn",2040,493538.725102993
"Autumn",2041,523344.773427202
"Autumn",2042,555016.860763602
"Autumn",2043,589052.614420225
"Autumn",2044,625199.634190757
"Autumn",2045,663592.775558208
