"H11",305
"H13",150
"H10",183
"H8",427
"H14",40
"H9",183
"H12",176
"H32",552
"H34",153
"H31",368
"H29",552
"H35",40
"H30",276
"H33",267
"H18",354
"H20",93
"H17",177
"H15",413
"H21",40
"H16",177
"H19",162
"H25",546
"H27",144
"H24",364
"H22",546
"H28",40
"H23",273
"H26",271
"H4",310
"H6",163
"H3",186
"H1",434
"H7",40
"H2",186
"H5",169
